Airline,Percent Leisure Travelers, Average Business Fare , Average Leisure Fare ,Utilization,How advertised,Gate fees charged to each passenger,Gallons of Fuel Used,Origin City,Destination City,Domestic Flight
SC Airlines,80.3%, $897.80 , $251.82 ,71.4%,None,$20.84,7375,ATL,DTW,TRUE
Columbia,81.3%, $797.08 , $245.80 ,75.0%,None,$0.00,7532,PHL,MSP,TRUE
SC Airlines,57.6%, $978.83 , $397.68 ,76.0%,Billboard,$19.39,6638,AMS,SAN,TRUE
Columbia,75.6%, $769.33 , $285.95 ,73.1%,None,$0.00,7902,AUS,DTW,TRUE
Columbia,91.1%," $1,068.52 ", $262.95 ,79.4%,Billboard,$0.00,7906,BWI,JFK,TRUE
Columbia,72.1%," $1,092.43 ", $349.34 ,79.8%,Billboard,$0.00,7147,IAD,MIA,TRUE
SC Airlines,78.2%, $672.20 , $286.55 ,77.5%,None,$16.20,7123,FLL,AMS,TRUE
SC Airlines,59.2%, $600.09 , $353.41 ,68.3%,None,$16.99,7100,DEN,DTW,TRUE
SC Airlines,67.1%," $1,190.19 ", $302.39 ,78.6%,Billboard,$24.00,6000,SAN,JFK,TRUE
Columbia,89.8%," $1,072.77 ", $353.33 ,89.0%,Billboard,$0.00,7544,BOS,SAN,TRUE
Columbia,90.6%," $1,221.60 ", $389.05 ,89.0%,Billboard,$0.00,7486,LAX,SAN,TRUE
SC Airlines,68.2%," $1,187.85 ", $272.34 ,72.2%,Billboard,$15.62,7367,MSP,MSP,TRUE
SC Airlines,87.2%, $991.90 , $474.75 ,75.5%,Billboard,$19.21,6831,ATL,IAD,TRUE
SC Airlines,54.8%," $1,078.00 ", $262.82 ,68.1%,Billboard,$23.58,7884,MSP,ATL,TRUE
SC Airlines,66.9%, $943.07 , $430.06 ,74.7%,Billboard,$15.98,6876,CLT,LAS,TRUE
SC Airlines,48.5%, $685.97 , $260.94 ,69.8%,None,$19.92,7141,MSP,ATL,TRUE
Columbia,66.9%," $1,047.52 ", $337.85 ,76.3%,Billboard,$0.00,6272,MCO,DFW,TRUE
SC Airlines,73.1%, $819.85 , $305.51 ,63.0%,Billboard,$21.37,6480,DTW,MDW,TRUE
SC Airlines,50.5%, $834.68 , $351.58 ,56.8%,Billboard,$22.76,7295,MIA,MIA,TRUE
SC Airlines,67.4%, $785.62 , $445.12 ,79.8%,Billboard,$17.65,6978,IAD,DTW,TRUE
SC Airlines,72.0%, $902.34 , $333.23 ,70.7%,Billboard,$17.46,6300,DCA,FLL,TRUE
Columbia,80.3%, $572.90 , $254.70 ,77.5%,None,$0.00,7082,LGA,MIA,TRUE
SC Airlines,61.0%," $1,632.08 ", $469.09 ,82.5%,Television,$17.30,15664,MAD,MCO,FALSE
SC Airlines,46.4%," $1,217.68 ", $348.62 ,76.3%,Billboard,$17.68,6202,EWR,DEN,TRUE
Columbia,71.7%, $642.32 , $332.37 ,70.7%,None,$0.00,7797,ORD,SLC,TRUE
Columbia,75.2%," $1,225.97 ", $264.10 ,92.5%,Billboard,$0.00,6849,EWR,DCA,TRUE
SC Airlines,55.0%, $786.89 , $249.48 ,67.8%,None,$18.28,6733,DTW,IAH,TRUE
Columbia,81.7%, $953.97 , $308.74 ,69.4%,Billboard,$0.00,7187,ORD,MDW,TRUE
Columbia,80.9%," $1,360.31 ", $359.45 ,94.3%,Billboard,$0.00,7488,LAX,EWR,TRUE
Columbia,76.2%," $1,006.77 ", $291.12 ,85.3%,Billboard,$0.00,6266,SFO,LAS,TRUE
SC Airlines,54.9%, $942.56 , $460.23 ,71.3%,Billboard,$19.54,6422,MSP,MCO,TRUE
SC Airlines,62.3%," $1,370.81 ", $414.12 ,77.8%,Billboard,$18.70,7543,MSP,SFO,TRUE
SC Airlines,49.9%," $1,137.11 ", $436.86 ,78.5%,Billboard,$20.40,7590,ATL,BOS,TRUE
SC Airlines,66.2%," $1,036.29 ", $465.56 ,66.9%,Billboard,$23.43,14914,ATL,ATL,FALSE
SC Airlines,68.4%," $2,432.07 ", $483.68 ,69.3%,Television,$23.68,13049,MSP,MSP,FALSE
Columbia,90.9%, $665.67 , $205.97 ,69.3%,None,$0.00,6055,FLL,FLL,TRUE
Columbia,76.7%," $1,005.58 ", $292.08 ,70.7%,Billboard,$0.00,7984,LAS,DFW,TRUE
Columbia,93.9%, $468.80 , $263.75 ,71.5%,None,$0.00,6743,IAH,DFW,TRUE
Columbia,79.9%," $1,075.14 ", $217.09 ,78.1%,Billboard,$0.00,6881,SAN,MSP,TRUE
Columbia,61.8%, $904.73 , $353.43 ,76.2%,Billboard,$0.00,7313,DEN,DFW,TRUE
Columbia,84.6%, $570.37 , $240.82 ,87.1%,None,$0.00,7392,LGA,LAS,TRUE
SC Airlines,64.7%, $590.44 , $327.24 ,66.2%,Billboard,$16.60,7518,ATL,MSP,TRUE
SC Airlines,59.5%," $2,515.19 ", $550.81 ,70.0%,Television,$22.16,15573,ATL,ATL,FALSE
SC Airlines,61.5%," $1,170.59 ", $471.51 ,82.7%,Billboard,$20.57,6078,MAD,ATL,TRUE
SC Airlines,45.6%," $1,432.97 ", $656.43 ,90.4%,Television,$18.94,13398,PVG,ATL,FALSE
SC Airlines,65.3%, $577.22 , $470.00 ,75.7%,Billboard,$24.39,6038,LGA,DTW,TRUE
Columbia,91.3%, $679.57 , $262.25 ,81.2%,None,$0.00,6554,ATL,TPA,TRUE
SC Airlines,49.1%, $931.78 , $385.13 ,69.5%,Billboard,$15.93,7827,ATL,SEA,TRUE
SC Airlines,76.8%," $1,512.65 ", $499.64 ,92.3%,Television,$15.91,15972,CAN,ATL,FALSE
Columbia,62.9%, $430.91 , $273.79 ,69.8%,None,$0.00,6276,ORD,DFW,TRUE
SC Airlines,72.0%," $1,376.08 ", $482.29 ,79.0%,Television,$19.23,7513,MSP,DCA,TRUE
SC Airlines,73.2%, $676.80 , $397.12 ,62.2%,Billboard,$15.82,7775,BWI,DTW,TRUE
Columbia,82.4%, $852.21 , $242.60 ,86.8%,None,$0.00,7034,MDW,EWR,TRUE
Columbia,90.2%, $914.80 , $325.67 ,70.2%,None,$0.00,6877,MIA,BNA,TRUE
Columbia,91.5%, $601.37 , $250.78 ,85.2%,None,$0.00,6038,IAD,MSP,TRUE
SC Airlines,67.6%," $1,342.52 ", $539.87 ,86.1%,Television,$21.87,7918,EWR,SEA,TRUE
Columbia,94.1%," $1,150.11 ", $243.34 ,85.1%,Billboard,$0.00,6470,DFW,JFK,TRUE
SC Airlines,72.0%," $1,269.57 ", $532.91 ,85.1%,Billboard,$21.72,6366,CDG,LAX,TRUE
SC Airlines,69.5%," $1,227.06 ", $572.69 ,60.9%,Billboard,$19.23,12807,MCO,DEN,FALSE
SC Airlines,71.9%," $1,069.49 ", $348.24 ,61.3%,Billboard,$18.57,6366,LAS,BWI,TRUE
SC Airlines,72.9%," $1,329.82 ", $598.91 ,74.2%,Television,$16.13,12688,SEA,LAX,FALSE
SC Airlines,62.0%," $2,461.60 ", $597.72 ,72.0%,Television,$22.01,12760,DFW,LAX,FALSE
Columbia,78.0%," $1,255.06 ", $354.13 ,87.9%,Billboard,$0.00,7619,IAH,EWR,TRUE
Columbia,88.0%, $795.47 , $257.75 ,79.0%,None,$0.00,6058,DFW,LAX,TRUE
Columbia,70.9%," $1,103.16 ", $291.24 ,82.2%,Billboard,$0.00,6631,DEN,SFO,TRUE
SC Airlines,63.2%, $898.21 , $467.95 ,75.2%,Billboard,$20.61,6835,MSP,DTW,TRUE
SC Airlines,71.2%," $1,204.65 ", $608.87 ,97.8%,Billboard,$20.13,7292,DTW,HND,TRUE
Columbia,89.2%," $1,043.36 ", $348.08 ,91.3%,None,$0.00,6166,LAS,JFK,TRUE
Columbia,83.5%, $939.36 , $345.21 ,74.4%,Billboard,$0.00,7961,ORD,DEN,TRUE
SC Airlines,56.0%," $1,359.56 ", $484.19 ,79.5%,Billboard,$24.91,6190,ATL,CAN,TRUE
SC Airlines,71.7%, $829.93 , $487.64 ,75.2%,Billboard,$19.76,7432,ATL,ATL,TRUE
SC Airlines,52.7%," $1,178.25 ", $616.08 ,65.5%,Television,$16.61,15130,MSP,FLL,FALSE
SC Airlines,54.5%, $821.06 , $456.64 ,78.5%,Billboard,$17.97,7942,LAX,DCA,TRUE
SC Airlines,65.9%," $1,088.47 ", $666.85 ,75.4%,Television,$15.10,15657,ATL,DTW,FALSE
SC Airlines,67.0%," $1,121.60 ", $254.02 ,69.0%,Billboard,$15.88,7731,CLT,ATL,TRUE
SC Airlines,60.6%, $979.01 , $242.04 ,63.3%,None,$15.78,6306,MSP,DFW,TRUE
Columbia,77.9%, $736.00 , $403.06 ,88.2%,None,$0.00,6882,BOS,DEN,TRUE
Columbia,91.2%, $892.56 , $272.59 ,69.8%,Billboard,$0.00,7688,MIA,ORD,TRUE
SC Airlines,59.1%," $1,291.25 ", $388.72 ,93.0%,Billboard,$24.39,7338,CGK,MSP,TRUE
SC Airlines,68.8%," $1,184.03 ", $339.66 ,74.8%,Billboard,$15.88,7045,LGA,MCO,TRUE
SC Airlines,80.7%," $2,468.88 ", $844.49 ,88.4%,Television,$24.04,12149,MSP,CDG,FALSE
SC Airlines,67.5%," $2,729.62 ", $715.41 ,83.7%,Television,$21.48,14563,PHX,EWR,FALSE
SC Airlines,77.0%," $1,188.52 ", $267.34 ,73.5%,Billboard,$22.28,7771,ATL,PHX,TRUE
SC Airlines,67.9%, $818.92 , $307.91 ,63.9%,None,$17.80,7966,DTW,ORD,TRUE
SC Airlines,91.1%," $1,133.24 ", $447.84 ,96.7%,Billboard,$17.82,6480,DTW,SIN,TRUE
SC Airlines,59.7%," $1,079.86 ", $259.59 ,65.5%,None,$15.53,6293,BNA,DTW,TRUE
Columbia,80.5%, $838.53 , $305.68 ,78.7%,None,$0.00,6606,LAS,ATL,TRUE
Columbia,85.9%, $489.62 , $251.24 ,79.7%,None,$0.00,6688,MCO,ATL,TRUE
SC Airlines,56.4%," $2,133.99 ", $651.90 ,72.9%,Television,$20.98,13278,DTW,CLT,FALSE
SC Airlines,60.2%," $1,671.43 ", $378.70 ,65.6%,Billboard,$16.72,15110,DEN,MSP,FALSE
SC Airlines,70.9%," $1,867.18 ", $431.41 ,74.0%,Billboard,$23.89,15010,IAD,AUS,FALSE
Columbia,100.0%, $557.85 , $335.67 ,74.7%,None,$0.00,7219,MIA,MCO,TRUE
Columbia,93.4%, $683.92 , $305.18 ,78.2%,None,$0.00,6726,SFO,MIA,TRUE
SC Airlines,52.9%," $1,106.15 ", $683.06 ,71.4%,Television,$19.12,14467,MSP,DTW,FALSE
SC Airlines,72.7%," $2,062.76 ", $584.11 ,85.0%,Television,$17.14,13198,MSP,CDG,FALSE
SC Airlines,66.1%," $1,114.82 ", $396.40 ,62.1%,Billboard,$19.53,7742,LAX,BWI,TRUE
SC Airlines,69.2%," $1,005.29 ", $321.86 ,68.8%,Billboard,$20.31,6693,DTW,MSP,TRUE
SC Airlines,60.7%," $1,202.17 ", $489.72 ,75.4%,Billboard,$17.41,6585,SFO,LAS,TRUE
SC Airlines,77.9%, $771.63 , $343.02 ,60.0%,None,$21.84,6753,MDW,DFW,TRUE
SC Airlines,59.0%, $998.11 , $369.05 ,67.8%,Billboard,$19.88,13713,MSP,SEA,FALSE
Columbia,77.3%, $856.30 , $357.86 ,82.4%,Billboard,$0.00,6411,DEN,LGA,TRUE
Columbia,85.5%," $1,129.21 ", $386.78 ,85.4%,Billboard,$0.00,7463,LAX,ATL,TRUE
SC Airlines,63.0%, $855.72 , $340.93 ,70.1%,Billboard,$15.71,6435,ATL,MDW,TRUE
SC Airlines,58.3%, $492.87 , $346.18 ,61.4%,None,$16.79,7064,MSP,IAH,TRUE
SC Airlines,56.0%, $991.66 , $460.03 ,88.2%,Billboard,$24.55,6644,BOS,DCA,TRUE
Columbia,83.0%," $1,233.69 ", $340.37 ,95.5%,Billboard,$0.00,6426,JFK,DCA,TRUE
SC Airlines,76.6%," $1,134.79 ", $250.27 ,68.8%,Billboard,$21.74,6690,MSP,DTW,TRUE
SC Airlines,57.0%," $1,139.36 ", $315.20 ,65.7%,Billboard,$22.25,7651,IAH,MSP,TRUE
SC Airlines,74.2%," $1,025.19 ", $403.22 ,62.8%,Billboard,$23.11,6327,AUS,MSP,TRUE
SC Airlines,58.9%, $834.70 , $322.49 ,64.5%,Billboard,$22.85,7357,ATL,PHX,TRUE
SC Airlines,51.5%," $1,638.09 ", $447.51 ,73.6%,Billboard,$20.85,12046,LAS,SEA,FALSE
Columbia,85.9%, $508.44 , $208.88 ,68.1%,None,$0.00,6689,AUS,BNA,TRUE
Columbia,82.6%, $887.07 , $337.99 ,72.2%,Billboard,$0.00,7531,AUS,AUS,TRUE
SC Airlines,89.0%," $1,519.17 ", $463.92 ,91.4%,Television,$15.65,7030,SYD,PHX,TRUE
SC Airlines,80.8%, $932.90 , $296.03 ,63.3%,Billboard,$16.24,6237,ATL,FLL,TRUE
SC Airlines,55.0%," $2,102.69 ", $527.15 ,63.3%,Television,$24.83,12268,DEN,DFW,FALSE
Columbia,82.7%, $862.67 , $226.08 ,81.9%,Billboard,$0.00,7073,IAH,LAX,TRUE
SC Airlines,53.7%, $937.31 , $269.70 ,69.4%,None,$23.69,6012,ATL,SLC,TRUE
SC Airlines,50.1%," $2,236.94 ", $618.02 ,91.2%,Television,$22.69,13015,FCO,DTW,FALSE
Columbia,81.0%, $860.92 , $255.94 ,79.8%,None,$0.00,6968,TPA,DEN,TRUE
SC Airlines,65.6%," $1,624.92 ", $561.46 ,73.5%,Television,$24.99,15618,EWR,MSP,FALSE
SC Airlines,71.5%, $779.59 , $387.90 ,84.6%,Billboard,$18.19,6899,FCO,ATL,TRUE
SC Airlines,81.9%, $696.11 , $257.60 ,64.2%,None,$19.48,6431,DEN,BNA,TRUE
SC Airlines,56.6%," $2,125.95 ", $633.13 ,82.8%,Television,$22.61,12910,BOS,SFO,FALSE
SC Airlines,74.4%, $922.67 , $408.33 ,67.4%,Billboard,$22.60,6849,IAH,DTW,TRUE
SC Airlines,73.6%, $642.22 , $464.41 ,73.5%,Billboard,$22.83,6154,MCO,MSP,TRUE
SC Airlines,69.8%," $2,067.27 ", $450.25 ,58.7%,Television,$24.59,12897,MDW,BWI,FALSE
SC Airlines,57.8%," $1,153.35 ", $272.27 ,67.3%,Billboard,$16.21,7626,ATL,MCO,TRUE
SC Airlines,54.8%, $945.75 , $361.66 ,70.7%,None,$16.63,7178,DTW,ATL,TRUE
Columbia,99.6%, $568.59 , $257.56 ,73.4%,None,$0.00,6271,ATL,PHL,TRUE
Columbia,81.2%," $1,195.83 ", $276.34 ,81.0%,Billboard,$0.00,6867,SFO,MCO,TRUE
Columbia,84.4%," $1,290.92 ", $433.42 ,89.7%,Billboard,$0.00,7080,ATL,JFK,TRUE
Columbia,100.0%," $1,006.69 ", $369.19 ,76.6%,Billboard,$0.00,6615,IAH,LAS,TRUE
Columbia,58.3%, $634.27 , $211.08 ,75.8%,None,$0.00,7017,DFW,IAD,TRUE
Columbia,88.1%, $959.11 , $254.40 ,76.1%,None,$0.00,7746,MCO,DFW,TRUE
Columbia,87.1%," $1,064.63 ", $278.43 ,78.7%,Billboard,$0.00,6971,SFO,ORD,TRUE
SC Airlines,60.1%," $1,306.25 ", $349.40 ,72.7%,Billboard,$15.04,6531,DTW,ATL,TRUE
Columbia,98.1%, $905.12 , $269.84 ,75.0%,Billboard,$0.00,7332,MIA,MSP,TRUE
SC Airlines,76.9%," $1,045.86 ", $424.00 ,69.0%,Billboard,$18.55,6394,MIA,MSP,TRUE
Columbia,67.9%, $644.71 , $238.97 ,77.3%,None,$0.00,6707,MCO,FLL,TRUE
Columbia,89.3%, $779.73 , $389.36 ,78.7%,Billboard,$0.00,7255,BNA,LAX,TRUE
SC Airlines,64.6%," $1,151.78 ", $404.32 ,70.8%,Billboard,$24.52,7978,LAS,LAX,TRUE
SC Airlines,34.6%," $1,046.78 ", $380.76 ,70.1%,Billboard,$21.73,6536,LAS,ATL,TRUE
SC Airlines,62.9%, $652.01 , $373.65 ,62.6%,None,$17.01,6494,MSP,MIA,TRUE
SC Airlines,59.6%," $1,018.49 ", $250.86 ,63.3%,Billboard,$15.67,6960,ORD,DTW,TRUE
Columbia,70.4%, $460.45 , $250.27 ,76.2%,None,$0.00,6084,MCO,ATL,TRUE
SC Airlines,72.8%, $986.23 , $325.52 ,70.0%,Billboard,$20.56,6829,PHX,MSP,TRUE
SC Airlines,59.2%, $949.06 , $478.30 ,79.6%,Billboard,$23.49,7442,JFK,MSP,TRUE
Columbia,86.2%, $735.58 , $316.21 ,81.4%,None,$0.00,7053,DEN,DEN,TRUE
SC Airlines,71.5%," $1,263.15 ", $474.29 ,73.6%,Billboard,$17.52,6609,JFK,DTW,TRUE
SC Airlines,54.3%," $1,125.42 ", $349.84 ,69.5%,Billboard,$21.25,6222,TPA,MSP,TRUE
SC Airlines,72.1%, $646.25 , $267.56 ,67.2%,None,$17.14,7435,ATL,BNA,TRUE
SC Airlines,59.5%," $1,000.16 ", $263.91 ,70.7%,Billboard,$19.78,7543,MSP,ATL,TRUE
SC Airlines,57.5%, $884.17 , $286.93 ,64.1%,None,$22.52,7229,DEN,DTW,TRUE
Columbia,76.7%, $540.40 , $267.15 ,86.2%,None,$0.00,6081,LAX,MCO,TRUE
SC Airlines,71.4%," $2,233.79 ", $656.03 ,98.9%,Television,$18.01,15482,CDG,LHR,FALSE
SC Airlines,54.1%," $1,188.97 ", $400.96 ,77.6%,Billboard,$24.91,6325,DFW,JFK,TRUE
Columbia,79.2%," $1,043.94 ", $198.91 ,72.6%,Billboard,$0.00,7150,DEN,BNA,TRUE
Columbia,73.3%, $677.50 , $256.82 ,70.5%,None,$0.00,7133,FLL,IAH,TRUE
SC Airlines,65.8%, $785.79 , $251.82 ,68.4%,None,$17.50,6778,ATL,ORD,TRUE
SC Airlines,58.3%," $1,356.96 ", $624.38 ,71.9%,Television,$19.91,15591,LGA,ORD,FALSE
Columbia,77.9%, $445.53 , $247.13 ,63.7%,None,$0.00,6988,FLL,BWI,TRUE
SC Airlines,75.1%," $1,080.80 ", $491.41 ,90.1%,Billboard,$22.06,7847,DEN,CGK,TRUE
SC Airlines,66.4%, $797.92 , $322.68 ,68.2%,None,$23.77,6161,SEA,ATL,TRUE
SC Airlines,63.9%, $785.33 , $326.71 ,64.1%,None,$21.98,6192,ORD,DTW,TRUE
SC Airlines,71.1%, $731.58 , $404.01 ,72.0%,Billboard,$17.74,6990,ATL,TPA,TRUE
Columbia,82.4%," $1,115.65 ", $456.82 ,96.3%,Billboard,$0.00,6979,DCA,JFK,TRUE
SC Airlines,74.4%," $1,436.82 ", $323.27 ,90.9%,Billboard,$15.47,7659,MSP,PEK,TRUE
SC Airlines,52.4%, $922.27 , $374.97 ,64.3%,Billboard,$16.86,7583,ATL,DFW,TRUE
Columbia,71.7%, $622.36 , $263.79 ,77.3%,None,$0.00,7062,ORD,LAS,TRUE
SC Airlines,52.6%," $1,133.92 ", $529.25 ,77.6%,Television,$17.37,13662,SFO,ATL,FALSE
Columbia,80.6%, $914.72 , $265.77 ,78.2%,None,$0.00,6720,MIA,IAD,TRUE
Columbia,94.0%, $632.40 , $345.02 ,88.6%,None,$0.00,6250,JFK,DEN,TRUE
SC Airlines,36.5%, $634.42 , $405.62 ,64.4%,None,$22.58,6069,MIA,MSP,TRUE
Columbia,70.6%, $667.67 , $249.58 ,72.7%,None,$0.00,7571,DTW,IAH,TRUE
Columbia,97.0%, $593.43 , $293.48 ,87.8%,None,$0.00,7841,LAX,DCA,TRUE
SC Airlines,55.8%," $1,094.98 ", $460.52 ,82.1%,Billboard,$22.52,7801,PVG,AUS,TRUE
SC Airlines,64.1%," $2,398.27 ", $587.94 ,91.6%,Television,$18.73,14856,PEK,PHX,FALSE
SC Airlines,60.2%," $1,101.68 ", $366.36 ,68.6%,Billboard,$15.47,13731,ATL,SAN,FALSE
SC Airlines,47.3%, $699.32 , $306.88 ,67.6%,Billboard,$15.37,6899,MSP,MSP,TRUE
SC Airlines,73.1%, $838.94 , $468.34 ,72.3%,Billboard,$18.62,7982,LGA,LAS,TRUE
Columbia,79.5%," $1,057.37 ", $208.50 ,75.4%,None,$0.00,7766,DTW,MDW,TRUE
Columbia,86.8%, $890.16 , $288.13 ,87.7%,Billboard,$0.00,7603,JFK,DTW,TRUE
Columbia,85.9%," $1,246.15 ", $309.86 ,87.5%,Billboard,$0.00,6119,EWR,MDW,TRUE
Columbia,79.5%, $750.19 , $390.21 ,85.0%,None,$0.00,7035,SFO,MSP,TRUE
SC Airlines,58.4%, $725.46 , $246.83 ,63.5%,None,$16.66,6385,MSP,AUS,TRUE
SC Airlines,57.0%, $949.72 , $411.16 ,84.7%,Billboard,$15.04,6193,ATL,EWR,TRUE
Columbia,87.9%, $581.83 , $259.36 ,89.9%,None,$0.00,7193,SAN,JFK,TRUE
SC Airlines,77.9%, $595.29 , $337.51 ,61.7%,Billboard,$18.05,6100,MSP,FLL,TRUE
SC Airlines,77.9%, $522.40 , $272.92 ,67.7%,None,$24.18,7824,ATL,DEN,TRUE
Columbia,93.2%," $1,137.42 ", $275.79 ,83.1%,Billboard,$0.00,6012,JFK,AUS,TRUE
Columbia,77.3%, $851.20 , $225.82 ,74.7%,None,$0.00,6294,SLC,ORD,TRUE
SC Airlines,64.9%," $1,200.41 ", $451.69 ,69.6%,Billboard,$23.32,6810,DTW,ATL,TRUE
SC Airlines,64.7%," $1,116.70 ", $327.93 ,65.3%,Billboard,$16.19,7258,FLL,DTW,TRUE
SC Airlines,58.2%, $873.95 , $267.39 ,59.9%,Billboard,$22.59,7855,ATL,ORD,TRUE
SC Airlines,83.9%, $865.43 , $386.48 ,80.2%,Billboard,$16.48,7713,ATL,BOS,TRUE
SC Airlines,77.0%," $1,466.61 ", $334.83 ,90.2%,Billboard,$20.10,6238,DFW,HKG,TRUE
Columbia,87.8%, $781.71 , $343.09 ,77.9%,Billboard,$0.00,6425,DEN,SAN,TRUE
SC Airlines,76.8%," $1,060.93 ", $388.69 ,70.1%,Billboard,$17.66,7579,FLL,LAX,TRUE
Columbia,86.1%, $664.94 , $370.79 ,81.9%,Billboard,$0.00,7891,FLL,LAX,TRUE
Columbia,85.8%, $917.97 , $216.82 ,74.2%,Billboard,$0.00,7010,MCO,MDW,TRUE
SC Airlines,75.4%, $630.96 , $414.55 ,73.2%,Billboard,$19.78,6687,ATL,MSP,TRUE
SC Airlines,68.2%, $669.50 , $416.56 ,74.5%,Billboard,$22.23,7109,SFO,SAN,TRUE
Columbia,82.6%, $940.27 , $210.82 ,71.4%,Billboard,$0.00,6799,ORD,IAH,TRUE
SC Airlines,74.3%," $1,318.74 ", $321.43 ,74.8%,Billboard,$21.80,7458,ATL,MSP,TRUE
SC Airlines,78.2%, $518.76 , $257.17 ,65.2%,None,$24.50,6788,MSP,DTW,TRUE
SC Airlines,69.7%, $748.91 , $317.86 ,68.4%,None,$23.28,6009,DTW,MSP,TRUE
Columbia,67.8%, $700.13 , $277.11 ,74.6%,Billboard,$0.00,6904,IAD,BWI,TRUE
SC Airlines,65.8%," $2,079.09 ", $601.15 ,74.2%,Television,$23.11,13416,EWR,MIA,FALSE
Columbia,75.5%, $720.32 , $360.35 ,90.4%,Billboard,$0.00,7440,JFK,ATL,TRUE
Columbia,96.9%, $980.49 , $201.53 ,70.8%,None,$0.00,6422,AUS,MDW,TRUE
SC Airlines,53.1%," $2,349.55 ", $533.67 ,66.9%,Television,$17.36,15042,TPA,ORD,FALSE
SC Airlines,49.4%, $918.64 , $265.24 ,64.0%,None,$23.67,6779,BNA,ATL,TRUE
SC Airlines,71.2%, $651.25 , $412.47 ,71.7%,Billboard,$15.32,6972,MSP,LAX,TRUE
Columbia,92.4%, $767.34 , $329.15 ,73.5%,None,$0.00,7886,SAN,IAH,TRUE
Columbia,84.5%, $594.19 , $328.43 ,80.4%,Billboard,$0.00,6690,SFO,MDW,TRUE
Columbia,81.0%, $818.18 , $248.62 ,79.7%,None,$0.00,6241,LAX,AUS,TRUE
SC Airlines,57.6%," $1,034.66 ", $239.79 ,62.8%,Billboard,$15.36,7090,IAH,DTW,TRUE
Columbia,95.7%, $996.87 , $238.64 ,85.8%,None,$0.00,7891,SFO,IAD,TRUE
Columbia,83.4%," $1,097.66 ", $420.80 ,85.8%,Billboard,$0.00,6942,SFO,ATL,TRUE
SC Airlines,50.7%, $634.66 , $259.57 ,64.9%,None,$22.79,7545,TPA,DFW,TRUE
SC Airlines,76.9%," $1,310.21 ", $491.49 ,97.3%,Television,$19.41,7856,DXB,ATL,TRUE
SC Airlines,64.2%, $993.41 , $324.18 ,68.6%,Billboard,$19.51,7631,MSP,LAS,TRUE
SC Airlines,50.5%," $1,103.93 ", $434.68 ,74.8%,Billboard,$19.24,7006,LAX,ATL,TRUE
Columbia,92.7%, $917.29 , $393.19 ,93.4%,Billboard,$0.00,6429,SFO,JFK,TRUE
SC Airlines,67.7%," $1,279.27 ", $410.41 ,91.1%,Billboard,$18.17,7064,CDG,JFK,TRUE
SC Airlines,56.8%," $1,344.68 ", $466.75 ,81.0%,Billboard,$18.76,7472,LAX,DEN,TRUE
SC Airlines,86.2%, $834.14 , $395.98 ,96.8%,Billboard,$16.74,7440,LAX,HKG,TRUE
Columbia,89.6%, $689.11 , $243.96 ,70.6%,None,$0.00,6883,BNA,ORD,TRUE
SC Airlines,58.6%," $1,084.19 ", $331.81 ,63.6%,Billboard,$17.36,6981,DFW,ATL,TRUE
Columbia,83.2%, $938.69 , $235.17 ,86.0%,None,$0.00,6321,DCA,MSP,TRUE
Columbia,83.0%, $697.39 , $256.04 ,85.8%,None,$0.00,7972,LAX,MCO,TRUE
SC Airlines,65.1%," $1,109.30 ", $274.23 ,73.3%,Billboard,$21.80,7027,LAX,MSP,TRUE
Columbia,93.4%, $728.37 , $276.47 ,70.6%,None,$0.00,6670,BWI,MCO,TRUE
SC Airlines,51.8%, $674.44 , $254.74 ,58.5%,None,$24.09,6708,MDW,BNA,TRUE
SC Airlines,50.8%, $671.24 , $318.69 ,70.0%,None,$19.09,7301,SEA,LAS,TRUE
SC Airlines,71.3%," $1,098.19 ", $259.61 ,64.0%,Billboard,$19.26,6154,BNA,ATL,TRUE
SC Airlines,64.2%, $821.14 , $351.75 ,66.4%,Billboard,$23.30,7644,PHL,ATL,TRUE
Columbia,77.5%, $915.44 , $228.34 ,79.6%,None,$0.00,7000,SFO,SLC,TRUE
Columbia,82.8%, $856.86 , $299.37 ,78.1%,None,$0.00,7125,IAH,IAD,TRUE
SC Airlines,83.1%, $648.08 , $356.19 ,67.9%,Billboard,$18.19,6485,ATL,AUS,TRUE
SC Airlines,73.2%," $1,172.90 ", $388.66 ,77.0%,Billboard,$24.99,6019,LAX,DTW,TRUE
SC Airlines,76.4%, $771.75 , $375.23 ,67.1%,Billboard,$20.99,7904,DFW,ATL,TRUE
SC Airlines,59.5%, $898.28 , $457.31 ,78.0%,Billboard,$23.49,7559,DTW,LGA,TRUE
SC Airlines,66.4%, $677.47 , $406.86 ,69.4%,None,$20.76,6950,PHL,DCA,TRUE
Columbia,67.8%, $500.65 , $348.72 ,76.5%,None,$0.00,6708,ATL,ORD,TRUE
SC Airlines,39.6%, $867.24 , $302.94 ,81.7%,None,$22.35,6835,ATL,BOS,TRUE
Columbia,92.6%, $495.52 , $292.69 ,80.9%,None,$0.00,6008,ATL,SAN,TRUE
SC Airlines,67.5%, $621.20 , $305.81 ,75.0%,None,$22.30,7936,LGA,LAS,TRUE
SC Airlines,71.9%, $682.74 , $390.30 ,87.7%,None,$21.43,6308,SEA,CGK,TRUE
Columbia,89.5%, $577.46 , $317.51 ,68.3%,Billboard,$0.00,6605,BWI,SEA,TRUE
